페이지	키워드	제목	NEWS_URL | MEDIA_URL
328	유로 2016	‘근육부상’ 콤파니, 유로 2016 불참 확정	[= 에 나설 벨기에 대표팀에 비상이 걸렸다. 수비의 핵 뱅상 콤파니(30. 맨체스터 시티)가 직접  불참을 선언했다. 콤파니는 지난 7일(한국시간) 자신의 공식 페이스북 계정에  참가 불가를...
328	유로 2016	佛 '유로 2016'까지 국가 비상사태 2개월 추가연장	6월10일 시작되는 ''와 7월 2일부터 시작되는 사이클링 대회 '투르 드 프랑스' 등 연이은 국제 스포츠대회까지 삼엄한 테러경계를 유지하기 위해서다. AFP통신에 따르면 프랑스 상원은 이날 찬성 309표대 반대...
329	유로 2016	[오피셜] '램지-앨런 포함' 웨일스, 유로 2016 예비 명단 발표...'베일은 차후 합류'	[= 유로 첫 출전에 나서는 웨일스가 포르투갈 트레이닝 캠프에 참가할  예비 명단을 발표했다. 예상대로 아론 램지(아스널) 등 스타 플레이어들이 나섰다. 챔피언스리그 결승전을 앞둔 가레스 베일은 일단...
329	유로 2016	레스터시티와 함께 성장한 제이미 바디, 아스널 이적 아닌 소속팀 잔류 선택	이어 “잉글랜드 대표팀에서 뛰고 있는 바디는 2016유럽선수권대회()에서 성공적인 결과를 얻기 위해 계속해 집중할 것이다”고 전했다. 8부리그에서 축구 인생을 시작한 바디는 지난 2015~2016시즌...
329	유로 2016	‘근육부상’ 콤파니, 유로 2016 불참 확정	[= 에 나설 벨기에 대표팀에 비상이 걸렸다. 수비의 핵 뱅상 콤파니(30. 맨체스터 시티)가 직접  불참을 선언했다. 콤파니는 지난 7일(한국시간) 자신의 공식 페이스북 계정에  참가 불가를...
329	유로 2016	佛 '유로 2016'까지 국가 비상사태 2개월 추가연장	6월10일 시작되는 ''와 7월 2일부터 시작되는 사이클링 대회 '투르 드 프랑스' 등 연이은 국제 스포츠대회까지 삼엄한 테러경계를 유지하기 위해서다. AFP통신에 따르면 프랑스 상원은 이날 찬성 309표대 반대...
329	유로 2016	[코파 & 유로 유랑기 1편] 코파 개막전 풍경	(베스트 일레븐=산타클라라) Day 1- 년 6월 3일 예정 시간보다 30분 늦게 도착한 인천발 비행기의 열린 문으로 발걸음을 내딛자마자 청량한 샌프란시스코의 공기가 노출된 피부 전체를 시원하고 기분 좋게 감싸 줬다....
329	유로 2016	'속출하는 부상' 속 타는 유로2016 출전국	회복을 앞두고 있었지만 무릎에 추가적인 문제가 생겨 결국 진출이 좌절됐다. 아스널의 아르센 벵거 감독은 "체임벌린과 의료진에게 이야기를 들었다. 그는 7월에 회복될 것이며 유로대회 출전은 불가능하게...
329	유로 2016	‘아스널행 유력’ 샤카, 유로 2016 전에 떠난다	이어 ‘빌트’는 샤카가 전에 최종 결정을 내릴 거라고 보도했다. 현재 샤카의 아스널 이적은 기정 사실화 단계다. 독일 현지 언론들은 “샤카가 아스널로 떠나는 것은 시간 문제다. 묀헨글라드바흐 막스...
329	유로 2016	16강 진검승부...'왕관' 꿈꾸는 스타 3인방	[기자] 을 수놓은 화려한 별들, 이들의 발끝에 24개 나라는 울고 웃었습니다. 몇몇은 남고, 또 몇몇은 떠났습니다. 중요할 때 한 방을 해주는 게 스타죠. 16강 단판 승부에서 특히 어깨가 무서운 세 명, 찬찬히...
329	유로 2016	파리서 노동법 개정 반대 시위…시위 전 80여 명 체포돼	프랑수아 올랑드 대통령도 "프랑스가 (2016년 유럽축구선수권대회)을 열고 있으며 테러에 직면한 상황에서 시민과 공공 재산을 보호할 수 없다면 더는 시위를 허가할 수 없다"고 경고하기도 했다. 시위대는 10...
329	유로 2016	포워드만 8명, 유럽1위 벨기에의 유로2016은 '닥공'?	벨기에축구협회는 1일(한국시간) 공식 홈페이지를 통해 에 출전하는 벨기에대표팀 최종 엔트리 23명을 확정, 발표했다. 그 가운데 8명이 공격수라는 것이 무척 흥미롭다. 물론 모두 최전방 공격수는 아니지만...
330	유로 2016	파리서 노동법 개정 반대 시위…시위 전 80여 명 체포돼	프랑수아 올랑드 대통령도 "프랑스가 (2016년 유럽축구선수권대회)을 열고 있으며 테러에 직면한 상황에서 시민과 공공 재산을 보호할 수 없다면 더는 시위를 허가할 수 없다"고 경고하기도 했다. 시위대는 10...
330	유로 2016	포워드만 8명, 유럽1위 벨기에의 유로2016은 '닥공'?	벨기에축구협회는 1일(한국시간) 공식 홈페이지를 통해 에 출전하는 벨기에대표팀 최종 엔트리 23명을 확정, 발표했다. 그 가운데 8명이 공격수라는 것이 무척 흥미롭다. 물론 모두 최전방 공격수는 아니지만...
330	유로 2016	'유로 2016' 개막, 네티즌들 “우승후보 많아서 누가 우승할 지 기대된다”	세상을 보는 눈, 글로벌 미디어 세계일보
330	유로 2016	앙리 "그리즈만, 유로에서 가장 기대 돼"	EURO  우승후보로 꼽으며 가장 기대되는 선수로 공격수 앙트완 그리즈만을 지목했다. EURO 은 오는 6월... 나는 그가 에서 어떤 활약을 펼칠지 매우 기대하고 있다. 다른 사람들은 포그바에게 가장 큰 기대를 할...
330	유로 2016	[코파 & 유로 유랑기 2편] '축구 성지' 로즈 보울(Rose Bowl)에 가다	(베스트 일레븐=패서디나) Day2 – 년 6월 4일 지난 6월 4일(미국 서부 시각), 아침 6시에 일어나 한 포털... 사 일찌감치 이번 대회 맴버에서 제외되는 등 제대로 된 1진을 구성치 못한 영향이 결정적일 듯하다....
330	유로 2016	‘한국 완파’ 스페인 실리축구, 유로 3연패 정조준	‘한국 완파’ 스페인 실리축구, 유로 3연패 정조준 브릿지경제 김민준 기자 = 2016 UEFA유럽선수권대회(이하 )를 앞둔 스페인이 대한민국 대표팀과의 친선 경기에서 6-1 대승을 거뒀다. 스페인은 1일(한국 시간)...
330	유로 2016	벤제마 포기한 유로2016 개최국 프랑스, 부상에도 맨유 마샬 택했다	디디에 데샹 감독이 이끄는 프랑스 대표팀은 1일(한국시간) 에 나설 최종엔트리 23인을 발표했다. 마샬은 지난달 22일 크리스탈 팰리스와 2015~2016 잉글랜드축구협회컵 결승전에서 연장 전후반까지 120분을...
330	유로 2016	[유로 2016] 개최국 프랑스, 16년 주기 우승설…"전력도 막강"	프랑스, 1984년·2000년 유로 대회 우승 '흑지단' 폴 포그바 활약 기대 ‘유럽축구연맹(UEFA) ’ 프랑스 대표팀의 ‘에이스’ 폴 포그바(유벤투스)./사진=AP연합아시아투데이 박규석 기자 = ‘유럽축구연맹(UEFA)...
330	유로 2016	[유로 2016] 죽음의 E조, 벨기에·이탈리아·스웨덴·아일랜드	올해 열리는 에서는 E조(벨기에·이탈리아·스웨덴·아일랜드)가 죽음의 조로 선정됐다. 국제축구연맹(FIFA) 랭킹(9일 기준)만 보면 벨기에가 2위로 가장 높고, 이탈리아(12위)·아일랜드(33위)·스웨덴(35위)이...
330	유로 2016	유로 앞둔 실바, “100경기 출전, 설렌다”	(베스트 일레븐) UEFA(유럽축구연맹) 에 출전하는 스페인 국가대표팀은 얼마 전 예비 명단을 발표했다. 맨체스터 시티 중원의 중추이자 스페인 국가대표팀의 터줏대감인 다비드 실바는 이번에도 무리 없이...
331	유로 2016	바디, 잉글랜드 프로축구 레스터시티와 4년 재계약	시즌이 끝난 뒤 영국축구기자협회 선정 올해의 선수상을 받은 바디는 잉글랜드 국가대표로도 선발돼 현재 프랑스에서 진행 중인 에 출전하고 있습니다. 프리미어리그 명문팀, 아스널로 이적설이 나돌기도...
331	유로 2016	'유로2016 최연소' 래시포드 향한 맨유선배 루니의 믿음과 펠레의 조언	래시포드는 1일 잉글랜드축구협회가 발표한  잉글랜드 대표팀에 이름을 올렸다. 지난 2월 25일 프로 데뷔한 래시포드는 약 3개월 만에 메이저 대회 출전을 확정지었다.  본선에 참가하는 선수들 중 최연소...
331	유로 2016	[EPL]제이미 바디, 레스터 시티 잔류…4년 재계약	잉글랜드 대표로 2016 유럽축구선수권대회() 참가 중인 바디는 마침내 결정을 내렸다. 푸른색 유니폼을 계속 입기로 했다. 레스터 시티는 "이번 발표로 최근 바디의 미래를 둘러싼 이야기들에 마침표를...
331	유로 2016	호지슨 "또 부상 델프, 유로 출전 어렵다"	경기도 안 뛰고 부상당한 델프, EURO  출전 어렵다 잉글랜드 미드필더 파비안 델프(26, 맨체스터 시티)가 또 부상을 당했다. 그러면서 그의 EURO  본선 출전 또한 사실상 좌절된 분위기다. 로이 호지슨 잉글랜드 감독은...
331	유로 2016	[2016 부산]폭스바겐코리아 "디젤 비중 점차 줄이겠다"	부산모터쇼 현장에서 언론들과 1대1로 만나 그 동안의 일들과 앞으로의 계획을 설명한 것. 적극적인... 여기에 절대적인 질소산화물 배출량 또한 6 기준에서는 통제가 가능하다. 이미 폭스바겐도 친환경 플랫폼을...
331	유로 2016	집중력 떨어진 첼시, 이유는 EPL보다 유로 2016?	이유는 이다.  본선을 약 2달 앞두고 있어 선수들이 몸을 아끼고 있다는 목소리다. 사실상 목표 의식이 사라진 첼시 선수들의 시선은 프랑스에서 열리는 을 바라보는 것으로 풀이된다. 히딩크...
331	유로 2016	독일 로이스의 '슬픈 생일', 월드컵 이어 유로2016도 부상 탈락 확정	요아힘 뢰브 독일 대표팀 감독은 지난달 31일(한국시간) 독일축구협회 홈페이지를 통해 에 참가할 최종엔트리 23인을 발표했다. 27명의 예비엔트리에서 4명이 빠졌는데 부상을 당한 로이스가 포함된 것이다. 뢰브...
331	유로 2016	현대차 "진정한 팬이 먼저다"…'유로 2016' 마케팅 본격 가동	[ 현대자동차가 오는 6월 프랑스에서 개최될 '유럽축구연맹(UEFA) '의 슬로건을 '진정한 팬이 먼저다(Real Fans First)'로 정하고 본격적인 마케팅에 나섰다. 18일 현대차 유럽법인에 따르면, 현대차는 의...
331	유로 2016	[이슈 포커스] '개최국 위엄?' 유로가 외면한 佛 공격 3인방...'올 시즌 80골'	다양한 전술변화의 폭을 가져가기 위해 선발명단을 꾸렸을 것이다. 이번 시즌  최종명단에서 탈락한 세 명의 공격수는 개최국 프랑스 대표팀의 두꺼운 스쿼드를 그대로 보여주고 있다. 사진 = 게티이미지코리아
331	유로 2016	베라티, 탈장으로 시즌 아웃-유로 2016 출장 불가	스포츠 헤르니아 때문에 두바이에서 수술을 받을 예정"이라면서 "따라서  참가도 불가능한 상황"이라고 보도했다. PSG 뿐만 아니라 이탈리아 대표팀서 활약했던 베라티는 잦은 부상으로 인해 올 시즌...
332	유로 2016	베라티, 탈장으로 시즌 아웃-유로 2016 출장 불가	스포츠 헤르니아 때문에 두바이에서 수술을 받을 예정"이라면서 "따라서  참가도 불가능한 상황"이라고 보도했다. PSG 뿐만 아니라 이탈리아 대표팀서 활약했던 베라티는 잦은 부상으로 인해 올 시즌...
332	유로 2016	[유로 이슈] 테러용의자, "유로 2016 중 프랑스에 2차 테러 계획"	[인터풋볼] 서재원 기자=  대회를 앞두고 있는 프랑스가 또 다시 테러의 공포에 휩싸였다. 영국 '스카이스포츠'는 12일(한국시간) "이 테러의 타깃이 됐다. 지난주 벨기에 브뤼셀에서 잡힌 테러...
332	유로 2016	ISIS, '유로 2016' 대회도 타깃...개막 앞두고 비상	[인터풋볼] 유지선 기자= 벨기에 테러를 주도한 것으로 알려진 테러조직 대쉬(ISIS)가  대회도 타깃으로 삼았었다는 소식이 전해졌다. 개막을 앞두고 안전 문제에 비상이 걸린 상황이다. 영국 '미러'는 11일...
332	유로 2016	포르투갈 MF 다니 십자인대 파열, 유로2016 불발	AFPBBNews = News1 포르투갈 미드필더 다니(제니트)가  무대를 밟을 수 없게 됐다. 제니트는 19일(한국시각) '다니가 정밀진단 결과 오른쪽 무릎 십자인대 파열을 한 것으로 드러났다'고 발표했다. 다니는 지난...
332	유로 2016	[유로 FOCUS] 파격 명단 내놓은 스페인, "몸상태-컨디션 모두 감안"	[풋볼리스트] 한준 기자= 스페인의  예비 명단은 파격이다. 23명으로 압축될 25명의 엔트리에 익숙하던 이름이 다수 빠졌다. 특히 2014 브라질월드컵을 앞두고 비센테 델보스케 감독이 직접 귀화를 추진한 공격수...
332	유로 2016	프랑스, 유로 2016 최종 명단 확정...벤제마-사코 Out	프랑스 축구협회  개최국 프랑스가 대회에 참가할 23명의 최종 명단을 지난 31일(현지시간) 최종 확정 후 발표했다. 이번 명단에선 벤제마와 사코가 성관계 동영상 협박 파문 문제와 약물 파동으로 제외됐고 대신...
332	유로 2016	[유로 2016] 프랑스 VS 카메룬 평가전 예상 선발 라인업...그리즈만·지루·마샬 '쓰리톱'	[] 프랑스 VS 카메룬 평가전 예상 선발 라인업...그리즈만·지루·마샬 '쓰리톱'프랑스 축구 대표팀의 카메룬전 예상 선발 라인업이 공개된 가운데 앙트완 그리즈만(아틀레티코 마드리드), 올리비에 지루(아스날)...
332	유로 2016	'스웨덴 심장' 즐라탄, 유로2016 이후 대표팀 유니폼 벗는다	스웨덴은 에서 벨기에, 이탈리아, 아일랜드와 함께 E조에 속했다. 플레이오프를 통해 간신히 본선에 진출한 스웨덴으로선 벅찬 조편성이지만 플레이오프에서 3골을 몰아치는 등 예선에서 8골을 터뜨린...
332	유로 2016	부산국제모터쇼 화려한 팡파르, 2016	" 부산국제모터쇼"가 2일 언론공개행사를 시작으로 12일까지 부산 해운대 전시컨벤션센터 벡스코(BEXCO)... 수입차 브랜드 가운데는 만트럭버스코리아가 신형 6 덤프트럭을 세계 최초로 선보이고, 6...
